,Production Budget,Director Twitter following,Top 3,Cast Twitter Following,Avg English Score,Rare English Score,Common English Score
0,90000000.0,11112,205321.0,417872.0,14521.461538461499,100000.0,127.333333333333
1,150000000.0,1177223,11784.0,3516975.0,28088.75,100000.0,191.0
2,150000000.0,5870,325.0,20456058.0,20274.2857142857,76070.6666666667,573.333333333333
3,150000000.0,184509,412196.0,1561794.0,19790.4090909091,100000.0,130.666666666667
4,165000000.0,3116066,889034.0,10136676.0,26858.1666666667,97542.0,504.333333333333
5,165000000.0,24804,14445508.0,43336986.0,17162.0,74575.3333333333,403.333333333333
6,175000000.0,624,2115622.0,20849352.0,16562.9545454545,100000.0,100.0
7,125000000.0,221,522770.0,1667319.0,25322.4375,96542.3333333333,93.6666666666667
8,150000000.0,2409,42.0,87708933.0,22048.235294117596,100000.0,56.6666666666667
9,150000000.0,12317,11316462.0,34096380.0,31767.7142857143,100000.0,66.0
10,150000000.0,15856,27139.0,351774.0,20565.8333333333,70891.0,854.333333333333
11,170000000.0,97918,244532.0,788874.0,11424.166666666699,47569.0,324.0
12,90000000.0,183,900320.0,5226567.0,15486.0,61327.6666666667,173.0
13,95000000.0,41892,10923.0,13700712.0,17752.375,73749.3333333333,124.0
14,100000000.0,1019864,39504.0,16650258.0,27175.0,100000.0,75.0
15,165000000.0,16585,2770605.0,10819032.0,19374.352941176498,77493.6666666667,113.333333333333
16,150000000.0,146723,4574969.0,13727142.0,10639.6666666667,36578.6666666667,292.0
17,165000000.0,1725,578730.0,1741404.0,38370.15,100000.0,129.0
18,165000000.0,105336,1931804.0,5796399.0,26531.7,100000.0,54.0
19,100000000.0,2550241,19342.0,19974192.0,30412.052631578907,100000.0,61.3333333333333
20,155000000.0,1786,5681514.0,17069313.0,19988.75,100000.0,138.0
21,95000000.0,22685,74336.0,224826.0,18099.380952381,100000.0,434.333333333333
22,110000000.0,2409,48677.0,3394718.0,29096.2105263158,100000.0,313.0
23,165000000.0,113885,111552.0,344694.0,22525.769230769198,88756.3333333333,278.66666666666697
24,150000000.0,10437,63780.0,797664.0,28008.3333333333,100000.0,109.666666666667
25,90000000.0,495,287257.0,23454357.0,13105.3076923077,52932.3333333333,225.666666666667
26,150000000.0,34713,110.0,239361.0,19296.125,75557.3333333333,153.333333333333
27,145000000.0,327,2398.0,251070.0,35221.75,100000.0,96.3333333333333
28,190000000.0,146723,1644411.0,4936782.0,19342.8260869565,100000.0,261.66666666666697
29,150000000.0,105336,101365.0,28932483.0,13792.8571428571,77798.6666666667,178.666666666667
30,150000000.0,522,627.0,7785384.0,11538.9473684211,61702.6666666667,158.666666666667
31,106000000.0,10437,111783.0,338049.0,15120.8076923077,100000.0,76.0
32,138000000.0,700286,318718.0,1058121.0,23964.4782608696,100000.0,76.0
33,90000000.0,5746568,6000142.0,41161294.0,23603.1875,100000.0,165.0
34,95000000.0,15318,1023423.0,3473622.0,27286.444444444398,100000.0,186.333333333333
35,170000000.0,4650,3287.0,64850310.0,19731.8846153846,100000.0,66.6666666666667
36,95000000.0,0,135802.0,3796926.0,17768.28,91899.3333333333,225.666666666667
37,170000000.0,5541,26392.0,139548.0,19052.4166666667,61375.3333333333,110.666666666667
38,110000000.0,522,3668.0,11711094.0,30380.263157894704,100000.0,356.333333333333
39,100000000.0,82,4788.0,533565.0,26902.8947368421,100000.0,625.666666666667
40,150000000.0,3943,16029766.0,48089454.0,22457.7826086957,100000.0,119.0
41,110000000.0,36317,924602.0,2854380.0,19071.8333333333,100000.0,105.666666666667
42,144000000.0,2179331,2027802.0,6138105.0,28492.6,100000.0,611.333333333333
43,90000000.0,42,851379.0,6453538.0,22800.2142857143,85258.3333333333,102.666666666667
44,200000000.0,827,8147.0,48808119.0,26351.25,100000.0,634.666666666667
45,102000000.0,390,708755.0,33364204.0,11419.833333333301,75051.3333333333,65.6666666666667
46,150000000.0,53,471033.0,1413969.0,13898.1333333333,52319.6666666667,256.33333333333303
47,180000000.0,6390,65545.0,10274997.0,25133.368421052597,100000.0,296.0
48,150000000.0,2611411,90607.0,355806.0,17659.6666666667,78161.3333333333,130.333333333333
49,140000000.0,513,2741970.0,8455707.0,23881.6363636364,100000.0,566.666666666667
50,120000000.0,2,1131278.0,12477234.0,10046.7857142857,72560.6666666667,54.0
51,160000000.0,349036,515462.0,1566828.0,25799.6363636364,100000.0,95.3333333333333
52,120000000.0,38,113165.0,798336.0,36146.8235294118,100000.0,315.66666666666697
53,100000000.0,34,709.0,57943740.0,27972.6666666667,82010.6666666667,1775.66666666667
54,150000000.0,24585,540196.0,43700286.0,26302.3636363636,100000.0,219.0
55,102500000.0,24172,49034.0,273888.0,24903.0,100000.0,114.0
56,175000000.0,3489,142673.0,443187.0,33108.9411764706,100000.0,186.666666666667
57,90000000.0,839,1372196.0,8067630.0,19687.44,100000.0,74.0
58,85000000.0,8144,1210029.0,3790902.0,22531.4814814815,100000.0,48.0
59,140000000.0,5870,7019041.0,24298161.0,25493.5384615385,100000.0,31.3333333333333
60,91000000.0,5746568,518.0,17338383.0,16150.7272727273,100000.0,80.6666666666667
61,137500000.0,232,235189.0,6608619.0,22481.6875,100000.0,158.666666666667
62,90000000.0,5366,3693861.0,17404392.0,14402.3913043478,77851.6666666667,132.666666666667
63,160000000.0,3116066,24918625.0,74861985.0,22350.470588235297,100000.0,94.6666666666667
64,95000000.0,393,994923.0,6935811.0,25874.928571428598,100000.0,482.666666666667
65,179000000.0,337,22068.0,14788554.0,14413.470588235301,68183.0,127.666666666667
66,90000000.0,15856,5056.0,50169.0,39370.9375,100000.0,270.66666666666697
67,200000000.0,1261924,5740.0,54920520.0,18594.7142857143,100000.0,70.6666666666667
68,140000000.0,5648,400957.0,1202985.0,23958.8947368421,100000.0,96.0
69,175000000.0,445299,6877504.0,20716497.0,18722.45,100000.0,37.0
70,125000000.0,4188,1861.0,7278801.0,19940.8148148148,100000.0,46.6666666666667
71,90000000.0,6390,3926418.0,69477567.0,16039.538461538501,56493.3333333333,441.666666666667
72,0.0,677481,8993140.0,26997861.0,16002.571428571398,66954.0,107.666666666667
73,135000000.0,1321,7717118.0,23153286.0,34139.64,100000.0,90.0
74,90000000.0,393,630021.0,9264906.0,20801.6,82953.3333333333,131.333333333333
75,130000000.0,60163,1246.0,42085914.0,18454.611111111102,100000.0,66.6666666666667
76,105000000.0,3943,42880301.0,128641686.0,14596.1052631579,74049.3333333333,119.0
77,125000000.0,92,26574.0,21439032.0,23729.157894736803,100000.0,73.3333333333333
78,0.0,88925,5477436.0,17953788.0,28794.736842105296,100000.0,86.3333333333333
79,100000000.0,1141,3642678.0,12045534.0,29111.56,100000.0,84.0
80,100000000.0,227711,121280.0,28260472.0,26195.7619047619,100000.0,233.0
81,130000000.0,40,208.0,1306134.0,22631.9,66869.0,672.666666666667
82,130000000.0,423,570.0,18631857.0,26017.9047619048,100000.0,30.6666666666667
83,232000000.0,22005,327903.0,14627796.0,27372.7857142857,100000.0,136.0
84,185000000.0,79953,1205040.0,7166982.0,17343.45,80102.3333333333,210.666666666667
85,110000000.0,234238,1211540.0,46564383.0,22210.823529411802,100000.0,48.6666666666667
86,120000000.0,1271,55634.0,1721250.0,30590.8461538462,100000.0,134.333333333333
87,85000000.0,1177223,894550.0,46740774.0,20379.4736842105,100000.0,70.3333333333333
88,125000000.0,8002,78704142.0,236112435.0,29680.235294117596,100000.0,207.0
89,130000000.0,184509,8140186.0,24421494.0,24729.1923076923,100000.0,37.6666666666667
90,0.0,29249,5106398.0,15326379.0,20062.388888888898,79211.6666666667,67.0
91,120000000.0,90412,2307.0,102081.0,19032.25,100000.0,27.6666666666667
92,140000000.0,13527,11357.0,64755219.0,25236.36,100000.0,121.666666666667
93,120000000.0,211,254025.0,20968896.0,17398.0,69825.6666666667,307.33333333333303
94,110000000.0,3287,8462194.0,25392234.0,18472.5454545455,100000.0,28.3333333333333
95,190000000.0,60163,194549.0,38854640.0,19873.3125,81722.0,391.666666666667
96,130000000.0,2057,147255012.0,441774567.0,16090.1428571429,68780.6666666667,47.3333333333333
97,275000000.0,3309,51204.0,1495038.0,25445.04,100000.0,428.0
98,85000000.0,700,2112188.0,6369333.0,17053.5,100000.0,84.3333333333333
99,130000000.0,8,83361.0,277416.0,16663.0625,64680.3333333333,223.0
100,210000000.0,20917,567.0,16567278.0,18588.1428571429,100000.0,96.3333333333333
101,180000000.0,36170,4427.0,13731.0,22488.133333333306,86433.6666666667,145.0
102,110000000.0,5698,8950.0,3942399.0,31874.764705882404,100000.0,544.333333333333
103,100000000.0,1083,971710.0,17255538.0,28783.6,100000.0,153.0
104,190000000.0,5870,4592.0,6806676.0,26746.8181818182,100000.0,125.333333333333
105,127000000.0,234238,873360.0,19935180.0,18719.5625,74669.6666666667,878.666666666667
106,200000000.0,104324,5125.0,53820.0,32635.4347826087,100000.0,32.0
107,110000000.0,4188,470348.0,1427802.0,31804.8571428571,100000.0,240.0
108,220000000.0,522,95214065.0,285651111.0,12322.1428571429,48952.0,483.666666666667
109,0.0,1971,3701596.0,11107107.0,13758.821428571398,86465.6666666667,103.0
110,140000000.0,557522,202021.0,57132429.0,29834.0625,100000.0,108.0
111,120000000.0,8,21937.0,59346.0,20052.769230769198,72626.6666666667,414.666666666667
112,90000000.0,557522,562.0,18959163.0,24006.9230769231,85548.0,149.666666666667
113,186000000.0,1261924,3182112.0,54072414.0,24527.3333333333,100000.0,674.333333333333
114,125000000.0,20917,751686.0,2270964.0,16396.2142857143,70284.6666666667,379.333333333333
115,94000000.0,836,8742603.0,28041456.0,25205.428571428598,100000.0,380.333333333333
116,115000000.0,3949,38127.0,42189303.0,25059.5384615385,85436.0,318.33333333333303
117,100000000.0,21745,29254095.0,58512414.0,16351.1875,71255.0,328.33333333333303
118,125000000.0,1522,271451.0,6089958.0,22483.352941176494,98204.0,68.6666666666667
119,93000000.0,495,92562.0,952344.0,27101.2666666667,100000.0,401.666666666667
120,205000000.0,48746,16921.0,58017.0,20098.05,100000.0,131.666666666667
121,110000000.0,3991,2672850.0,50258766.0,24672.555555555602,100000.0,95.0
122,190000000.0,1967244,4026373.0,12255009.0,14340.217391304299,74844.3333333333,104.666666666667
123,185000000.0,34769,239427.0,724896.0,17192.2916666667,81826.3333333333,78.3333333333333
124,190000000.0,508,16571.0,296484.0,20027.4285714286,83351.6666666667,136.0
125,125000000.0,232,2568.0,22338.0,31612.5384615385,91774.6666666667,802.333333333333
126,95000000.0,12317,433377.0,1307736.0,20558.769230769198,100000.0,81.0
127,105000000.0,952,865319.0,2596590.0,25500.1538461538,78145.6666666667,819.666666666667
128,130000000.0,46892,879661.0,2654382.0,22901.8571428571,100000.0,190.333333333333
129,90000000.0,2014,1913519.0,5802186.0,29161.157894736803,100000.0,377.666666666667
130,135000000.0,671,382202.0,58884972.0,21826.875,85767.3333333333,192.0
131,140000000.0,869,210782.0,7973814.0,31253.3181818182,100000.0,66.6666666666667
132,225000000.0,700286,2421.0,159864.0,14742.5217391304,81161.0,151.666666666667
133,260000000.0,789,3948069.0,11877762.0,25548.421052631602,100000.0,44.3333333333333
134,178000000.0,22005,926849.0,2989164.0,38409.3529411765,100000.0,83.3333333333333
135,110000000.0,330261,7515.0,146871.0,13927.7,44353.6666666667,171.666666666667
136,125000000.0,79953,700438.0,52335672.0,21098.1052631579,94372.0,558.0
137,108000000.0,20917,242520.0,3203973.0,15785.166666666699,78158.6666666667,78.6666666666667
138,102000000.0,827,298368.0,895836.0,16713.52,100000.0,108.0
139,130000000.0,2611411,65.0,14720337.0,46833.3125,100000.0,1945.33333333333
140,185000000.0,3116066,648796.0,1976832.0,19977.7391304348,100000.0,58.0
141,185000000.0,5648,25642.0,1781232.0,25359.3333333333,100000.0,200.666666666667
142,200000000.0,9755,674719.0,2059155.0,30380.7142857143,100000.0,171.0
143,220000000.0,57575,1788.0,36914.0,26076.45,100000.0,478.333333333333
144,120000000.0,671,76682.0,245568.0,18913.76,100000.0,78.6666666666667
145,175000000.0,3489,12507740.0,37789965.0,16624.52,100000.0,84.0
146,200000000.0,57575,4718884.0,14191137.0,26704.5,100000.0,68.0
147,200000000.0,22005,7387950.0,64238772.0,18823.6875,85436.0,160.0
148,180000000.0,1327,203607.0,674031.0,15400.222222222199,78299.6666666667,30.6666666666667
149,200000000.0,3309,81333641.0,244003176.0,19979.2380952381,100000.0,112.666666666667
150,250000000.0,700286,3009666.0,9030684.0,22892.647058823506,92496.0,143.0
151,125000000.0,2550241,10079.0,40010970.0,12194.416666666699,74750.6666666667,49.6666666666667
152,258000000.0,10432,493957.0,1499840.0,15442.315789473701,74675.3333333333,65.0
153,180000000.0,36170,1760599.0,5283900.0,21063.6,100000.0,59.0
154,200000000.0,105336,16244610.0,5306514.0,14082.071428571398,52561.6666666667,238.333333333333
155,175000000.0,1261924,517486.0,9811266.0,32738.8333333333,100000.0,250.0
156,275000000.0,3116066,29487.0,119232.0,22547.0769230769,100000.0,242.333333333333
157,200000000.0,172177,7253816.0,69673140.0,27876.7142857143,100000.0,131.0
158,300000000.0,3140,8613.0,59361.0,15816.1290322581,100000.0,93.3333333333333
159,250000000.0,41892,4037106.0,8536458.0,14108.5333333333,61445.6666666667,318.66666666666697
160,250000000.0,41892,50.0,8512028.0,41344.736842105296,100000.0,502.666666666667
161,250000000.0,41892,456010.0,8961704.0,37301.7619047619,100000.0,131.0
162,250000000.0,4650,27929830.0,83904477.0,21198.7142857143,88411.3333333333,284.33333333333303
163,195000000.0,88925,3336.0,14102268.0,41006.0769230769,100000.0,783.0
164,410600000.0,2609,25922.0,78807.0,31595.2142857143,100000.0,1049.3333333333298
165,200000000.0,3140,44339.0,243906.0,24787.8181818182,100000.0,199.333333333333
166,210000000.0,88925,126753.0,12080349.0,24860.9615384615,100000.0,155.333333333333
167,225000000.0,251906,33040990.0,66161514.0,21281.0,85359.6666666667,205.666666666667
168,330600000.0,251906,12835255.0,122175957.0,26423.2222222222,100000.0,137.333333333333
169,215000000.0,65245,167554.0,23733840.0,17046.2857142857,78908.0,247.0
170,425000000.0,706851,1018708.0,6618726.0,14414.117647058798,68231.3333333333,115.666666666667
171,9000000.0,184509,121114.0,247662.0,20615.111111111102,100000.0,64.0
172,75000000.0,184505,19397913.0,58313040.0,30917.6086956522,100000.0,87.3333333333333
173,30000000.0,36725,2233935.0,6702027.0,18408.2222222222,45603.0,1624.66666666667
174,0.0,1732,76376.0,76578.0,27884.6296296296,100000.0,67.3333333333333
175,0.0,16771,5290283.0,15932856.0,36410.411764705896,100000.0,234.333333333333
176,25000000.0,3818,7029512.0,21934110.0,21322.75,100000.0,117.666666666667
177,200000000.0,4851,3443082.0,10331166.0,16515.8125,72134.6666666667,301.66666666666697
178,0.0,626552,59063.0,177348.0,13266.3571428571,100000.0,71.6666666666667
179,75000000.0,60,36857513.0,110954595.0,24796.0,95598.6666666667,351.0
180,40000000.0,24352,175734.0,535179.0,21664.96,100000.0,91.3333333333333
181,12000000.0,17847,4996.0,10212.0,17565.5769230769,100000.0,36.3333333333333
182,47000000.0,886,5350187.0,16052355.0,16849.6842105263,84409.0,155.0
183,0.0,1334,219372.0,8127690.0,19851.5789473684,80992.0,948.0
184,9000000.0,539,837272.0,837839.0,18412.8461538462,71294.0,162.333333333333
185,0.0,8002,13792222.0,41377338.0,29273.0416666667,100000.0,92.3333333333333
186,0.0,98,19776.0,19780.0,16428.1739130435,79358.6666666667,79.0
187,0.0,4755738,11445537.0,34483680.0,17128.9375,73925.6666666667,57.0
188,0.0,285,78106.0,159588.0,15904.1333333333,71979.6666666667,127.666666666667
189,20000000.0,3264,4111463.0,4112073.0,31002.8,100000.0,99.3333333333333
190,125000000.0,13,47049.0,143847.0,24757.055555555602,94881.0,438.0
191,38000000.0,849,1398282.0,1399530.0,18322.2222222222,73667.6666666667,165.333333333333
192,0.0,125598,65228.0,152302.0,29276.941176470602,100000.0,781.666666666667
193,58000000.0,1449,15721716.0,47358915.0,18413.5625,73987.0,467.0
194,40000000.0,839,1461127.0,4385478.0,21373.3,100000.0,233.666666666667
196,19000000.0,639,12916500.0,38749515.0,20551.5714285714,46436.6666666667,510.333333333333
197,4000000.0,183530,309624.0,309850.0,23671.375,100000.0,130.333333333333
199,0.0,1323,2345366.0,7082469.0,26651.4230769231,100000.0,34.6666666666667
200,0.0,805,450507.0,458927.0,31495.5,100000.0,171.666666666667
201,0.0,16503,820070.0,1641336.0,25054.9166666667,100000.0,27.6666666666667
202,40000000.0,470,81300.0,246042.0,10970.909090909101,69837.3333333333,46.6666666666667
203,0.0,30134,766927.0,784484.0,33420.285714285696,100000.0,142.333333333333
204,245000000.0,5870,1490755.0,4479135.0,15707.1304347826,98472.6666666667,46.3333333333333
205,35000000.0,6029,440215.0,1427838.0,41626.3333333333,100000.0,228.666666666667
206,25000000.0,1429,4021839.0,8088582.0,20698.7,67893.0,144.0
207,20000000.0,38,279000.0,2178426.0,27162.555555555602,78462.6666666667,369.333333333333
208,0.0,6390,277376.0,840105.0,23061.6842105263,100000.0,139.666666666667
209,9900000.0,24350,522399.0,1579314.0,22228.5625,100000.0,188.666666666667
210,20000000.0,3,2172940.0,4346702.0,23879.230769230802,100000.0,93.6666666666667
211,0.0,3,17159.0,2922348.0,21528.388888888898,94471.6666666667,240.666666666667
212,60000000.0,6013,15971221.0,31974018.0,25822.380952381,100000.0,116.666666666667
213,0.0,26221,3029835.0,9089955.0,17789.5,85408.6666666667,182.0
214,45000000.0,574,694219.0,2084811.0,23091.9230769231,89247.0,251.666666666667
215,40000000.0,475,88655.0,268950.0,27014.176470588198,100000.0,252.333333333333
216,0.0,3116066,14629523.0,44038314.0,22567.909090909103,76266.3333333333,570.0
217,45000000.0,522,3994587.0,11990766.0,37001.2,100000.0,256.0
218,0.0,1218,2276304.0,2280009.0,17413.3846153846,70967.0,115.666666666667
219,0.0,8,5486.0,11070.0,17678.3846153846,69480.6666666667,244.666666666667
220,36000000.0,18029,2065300.0,4186590.0,11804.48,82186.3333333333,77.0
221,300000000.0,405,136383.0,480720.0,17379.08,100000.0,58.3333333333333
222,70000000.0,21745,297987.0,1126245.0,27424.6363636364,100000.0,102.666666666667
223,225000000.0,405,420.0,480939.0,22492.263157894704,100000.0,285.0
224,0.0,2165,36172.0,73312.0,10599.8333333333,69719.0,124.333333333333
225,61000000.0,15856,32869570.0,107505915.0,20137.944444444398,100000.0,56.3333333333333
226,190000000.0,5013,3109982.0,51351858.0,38476.7,100000.0,2103.3333333333303
227,0.0,2971762,106229.0,6143928.0,26949.823529411802,100000.0,142.0
228,44000000.0,21745,8271385.0,24814830.0,17749.0,79137.3333333333,374.0
229,44000000.0,3623,7973484.0,32824662.0,22344.0,100000.0,111.666666666667
230,46000000.0,886,14025673.0,45941925.0,19233.2631578947,100000.0,249.333333333333
231,25000000.0,574,8836.0,1865381.0,18701.8076923077,100000.0,103.333333333333
232,0.0,571,5227835.0,15683982.0,38047.6818181818,100000.0,161.333333333333
233,50000000.0,31336,5546204.0,16681449.0,24308.470588235297,100000.0,245.333333333333
234,0.0,745457,1131602.0,3395103.0,20466.375,100000.0,75.3333333333333
235,0.0,198,18007.0,54240.0,18449.7894736842,90370.0,664.0
236,0.0,29,106506.0,320070.0,7713.20833333333,50357.0,49.3333333333333
237,0.0,29,22806.0,1456425.0,42710.9,97624.0,3373.333333333331
238,0.0,276,2101129.0,6307338.0,13344.363636363601,41629.0,484.0
239,75000000.0,39791,279823.0,884751.0,26521.2173913043,100000.0,241.333333333333
240,12000000.0,2159,415638.0,1984413.0,19888.2941176471,100000.0,132.666666666667
242,0.0,194047,321751.0,321814.0,13612.75,35997.0,78.3333333333333
243,15000000.0,2655,15161.0,63198.0,31885.125,100000.0,169.666666666667
244,5000000.0,4501,688594.0,2155803.0,25609.6296296296,100000.0,103.0
245,20000000.0,7937,2224466.0,787419.0,24117.176470588198,100000.0,58.0
246,0.0,7937,18487285.0,42989452.0,26593.8,75779.6666666667,178.0
247,65000000.0,700286,1815158.0,5480127.0,44266.8333333333,100000.0,290.66666666666697
248,0.0,36170,29518560.0,88574748.0,38946.4444444444,100000.0,730.333333333333
249,45000000.0,7937,2687080.0,3029008.0,14100.434782608701,86481.0,95.0
250,0.0,53123,508256.0,1020300.0,19442.1052631579,100000.0,131.333333333333
251,0.0,25082,25624581.0,76877697.0,24014.3125,100000.0,378.666666666667
252,0.0,47458,16294.0,227823.0,12318.9444444444,68325.6666666667,91.6666666666667
253,110000000.0,34713,367437.0,25894785.0,16860.8076923077,100000.0,43.3333333333333
254,33000000.0,6017,18710094.0,78206640.0,27703.5217391304,100000.0,149.333333333333
256,19000000.0,3536,3711370.0,11134641.0,21995.7272727273,100000.0,104.0
257,52000000.0,3033,719578.0,2163453.0,21381.6875,100000.0,148.0
258,24000000.0,24068,16522.0,1272597.0,36479.785714285696,100000.0,112.0
259,50000000.0,2609,102007.0,22382373.0,11024.0555555556,46602.0,170.666666666667
260,17000000.0,3846,1333042.0,4003803.0,20459.5,100000.0,139.666666666667
261,3300000.0,36725,1482333.0,2969336.0,29269.6842105263,100000.0,195.333333333333
262,15000000.0,659,152952.0,7145589.0,16266.7307692308,79211.6666666667,117.666666666667
263,0.0,261,52422.0,240237.0,13331.777777777801,63026.6666666667,215.666666666667
264,80000000.0,6390,12247.0,50975856.0,44110.0,100000.0,1983.33333333333
265,0.0,20330,1136659.0,3418116.0,20300.9230769231,73987.3333333333,67.3333333333333
266,15000000.0,5366,300791.0,601894.0,16513.8,72451.6666666667,125.0
267,28000000.0,1019864,5797001.0,24322023.0,26115.2105263158,100000.0,175.333333333333
268,0.0,39354,2003051.0,2003901.0,13465.666666666699,39440.6666666667,116.0
269,0.0,1231,596.0,1794.0,28194.25,87483.6666666667,383.0
270,9000000.0,1407,1533163.0,3071760.0,30429.0666666667,100000.0,157.333333333333
271,20000000.0,32870,90485.0,4765504.0,22608.75,100000.0,146.666666666667
272,75000000.0,2550241,5174.0,48598854.0,20412.0434782609,100000.0,161.333333333333
273,78000000.0,1173,4440876.0,14736417.0,29517.1739130435,100000.0,179.0
275,30000000.0,886,1399.0,1889277.0,16314.588235294099,76000.0,120.333333333333
276,0.0,3362363,545056.0,1635177.0,30035.551724137906,100000.0,46.0
277,0.0,3362363,91384.0,276948.0,17734.5882352941,75531.0,187.0
278,50000000.0,1967244,6650227.0,26645481.0,21921.3333333333,100000.0,42.3333333333333
279,60000000.0,508,310.0,19524.0,24383.428571428598,100000.0,109.666666666667
280,0.0,508,7375066.0,22134921.0,18393.0434782609,88926.6666666667,185.0
281,0.0,16,313469.0,627524.0,13886.9523809524,74051.6666666667,188.333333333333
282,0.0,20632,1964867.0,6626196.0,30525.928571428598,100000.0,359.0
283,60000000.0,34,7737437.0,23213172.0,15352.615384615401,100000.0,61.6666666666667
284,37000000.0,17406,668601.0,2784987.0,16099.666666666699,45377.3333333333,370.0
285,11000000.0,44786,15180316.0,45550302.0,25886.8125,89469.0,442.333333333333
286,50000000.0,88925,2380602.0,7156293.0,25919.1538461538,100000.0,205.666666666667
287,8500000.0,269,292242.0,881340.0,18895.3333333333,100000.0,83.0
288,60000000.0,730,2490053.0,9587055.0,13402.789473684199,70532.3333333333,89.3333333333333
289,0.0,2368,86971.0,182758.0,25147.409090909103,100000.0,99.0
290,23000000.0,864,2795.0,160455.0,9460.30769230769,37281.6666666667,98.6666666666667
291,40000000.0,5013,234943.0,1095291.0,8980.33333333333,44171.0,204.666666666667
292,35000000.0,191,60899.0,122204.0,23554.85,100000.0,154.0
293,4000000.0,6548,96157.0,203440.0,23385.6428571429,100000.0,99.0
294,0.0,2258,90262.0,200040.0,26349.551724137906,100000.0,74.3333333333333
295,0.0,3251,253317.0,506638.0,29288.047619047597,100000.0,140.0
296,3000000.0,1148,606.0,507142.0,15285.15,78285.3333333333,330.0
